Category,Synonym,Matched CUI,Canonical Name,Keyword
FINGERSTICK,BG,C4305899,bg-777,BG
FINGERSTICK,BG,C4410244,rhyacophila sp. a bg,BG
FINGERSTICK,BG,C4410274,brachycentrus aff. americanus a bg,BG
FINGERSTICK,BG,C4410275,brachycentrus aff. americanus b bg,BG
FINGERSTICK,BG,C4430562,kentrophoros sp. fbg,FBG
FINGERSTICK,BG,C4484151,bg^b,BG
FINGERSTICK,BG,C4484152,bg^c,BG
FINGERSTICK,BG,C4555574,smartsit ad-on bg access,BG
FINGERSTICK,BG,C4605816,apatococcus sp. bg-l-92375,BG
FINGERSTICK,BG,C4605817,apatococcus sp. bg-l-92376,BG
FINGERSTICK,BG,C4605819,apatococcus sp. bg-l-87100,BG
FINGERSTICK,BG,C4605820,apatococcus sp. bg-l-92374,BG
FINGERSTICK,BG,C4773447,amytta sp. 1 bg-2017,BG
FINGERSTICK,BG,C4773448,amytta sp. 2 bg-2017,BG
FINGERSTICK,BG,C4773449,amytta sp. 3 bg-2017,BG
FINGERSTICK,BG,C4782607,candidatus kentron sp. fbg,FBG
FINGERSTICK,BG,C4893782,asparagaceae sp. wairere bg,BG
FINGERSTICK,BG,C4893783,asparagaceae sp. dunedin bg,BG
FINGERSTICK,BG,C4893784,asparagaceae sp. smith bg 6360pa,BG
FINGERSTICK,BG,C4893786,dracaena sp. moscow bg,BG
FINGERSTICK,BG,C4893787,dracaena sp. toronto bg,BG
FINGERSTICK,BG,C4893788,dracaena sp. stpetersburg bg,BG
FINGERSTICK,BG,C4893789,dracaena sp. brest bg 80-0330,BG
FINGERSTICK,BG,C4893790,dracaena sp. nancy bg 1989.3.056,BG
FINGERSTICK,BG,C4893791,dracaena sp. paris bg 7460,BG
FINGERSTICK,BG,C4916857,xiphinema sp. kra-bg,BG
FINGERSTICK,BG,C4916858,xiphinema sp. per-bg,BG
FINGERSTICK,BG,C5059887,ameletus sp. a bg-2018,BG
FINGERSTICK,BG,C5059888,ameletus sp. b bg-2018,BG
FINGERSTICK,BG,C5059889,anacroneuria sp. a bg-2018,BG
FINGERSTICK,BG,C5059890,anacroneuria sp. b bg-2018,BG
FINGERSTICK,BG,C5059891,anacroneuria sp. d bg-2018,BG
FINGERSTICK,BG,C5059892,anacroneuria sp. e bg-2018,BG
FINGERSTICK,BG,C5059893,anacroneuria sp. f bg-2018,BG
FINGERSTICK,BG,C5059894,anacroneuria sp. g bg-2018,BG
FINGERSTICK,BG,C5059895,anacroneuria sp. h bg-2018,BG
FINGERSTICK,BG,C5059896,andesiops sp. a bg-2018,BG
FINGERSTICK,BG,C5059897,andesiops sp. b bg-2018,BG
FINGERSTICK,BG,C5059898,andesiops sp. c bg-2018,BG
FINGERSTICK,BG,C5059899,andesiops sp. d bg-2018,BG
FINGERSTICK,BG,C5059900,andesiops sp. e bg-2018,BG
FINGERSTICK,BG,C5059901,andesiops sp. f bg-2018,BG
FINGERSTICK,BG,C5059902,andesiops sp. g bg-2018,BG
FINGERSTICK,BG,C5059903,andesiops sp. h bg-2018,BG
FINGERSTICK,BG,C5059904,andesiops sp. i bg-2018,BG
FINGERSTICK,BG,C5059905,andesiops sp. k bg-2018,BG
FINGERSTICK,BG,C5059906,andesiops sp. l bg-2018,BG
FINGERSTICK,BG,C5059907,andesiops sp. m bg-2018,BG
FINGERSTICK,BG,C5059908,andesiops sp. n bg-2018,BG
FINGERSTICK,BG,C5059909,andesiops sp. o bg-2018,BG
FINGERSTICK,BG,C5059910,atanatolica sp. a bg-2018,BG
FINGERSTICK,BG,C5059911,atanatolica sp. b bg-2018,BG
FINGERSTICK,BG,C5059912,atanatolica sp. c bg-2018,BG
FINGERSTICK,BG,C5059913,atanatolica sp. d bg-2018,BG
FINGERSTICK,BG,C5059914,atanatolica sp. e bg-2018,BG
FINGERSTICK,BG,C5059915,atanatolica sp. f bg-2018,BG
FINGERSTICK,BG,C5059916,atanatolica sp. g bg-2018,BG
FINGERSTICK,BG,C5059917,atanatolica sp. h bg-2018,BG
FINGERSTICK,BG,C5059918,atopsyche sp. a bg-2018,BG
FINGERSTICK,BG,C5059919,atopsyche sp. b bg-2018,BG
FINGERSTICK,BG,C5059920,atopsyche sp. c bg-2018,BG
FINGERSTICK,BG,C5059921,atopsyche sp. d bg-2018,BG
FINGERSTICK,BG,C5059922,atopsyche sp. g bg-2018,BG
FINGERSTICK,BG,C5059923,atopsyche sp. h bg-2018,BG
FINGERSTICK,BG,C5059924,atopsyche sp. i bg-2018,BG
FINGERSTICK,BG,C5059925,atopsyche sp. j bg-2018,BG
FINGERSTICK,BG,C5059926,atopsyche sp. k bg-2018,BG
FINGERSTICK,BG,C5059927,atopsyche sp. l bg-2018,BG
FINGERSTICK,BG,C5059928,atopsyche sp. m bg-2018,BG
FINGERSTICK,BG,C5059929,atopsyche sp. n bg-2018,BG
FINGERSTICK,BG,C5059930,atopsyche sp. o bg-2018,BG
FINGERSTICK,BG,C5059931,atopsyche sp. p bg-2018,BG
FINGERSTICK,BG,C5059932,atopsyche sp. q bg-2018,BG
FINGERSTICK,BG,C5059933,atopsyche sp. r bg-2018,BG
FINGERSTICK,BG,C5059934,baetodes sp. a bg-2018,BG
FINGERSTICK,BG,C5059935,baetodes sp. b bg-2018,BG
FINGERSTICK,BG,C5059936,baetodes sp. c bg-2018,BG
FINGERSTICK,BG,C5059937,baetodes sp. e bg-2018,BG
FINGERSTICK,BG,C5059938,baetodes sp. f bg-2018,BG
FINGERSTICK,BG,C5059939,baetodes sp. g bg-2018,BG
FINGERSTICK,BG,C5059940,baetodes sp. h bg-2018,BG
FINGERSTICK,BG,C5059941,baetodes sp. i bg-2018,BG
FINGERSTICK,BG,C5059942,baetodes sp. j bg-2018,BG
FINGERSTICK,BG,C5059943,baetodes sp. k bg-2018,BG
FINGERSTICK,BG,C5059944,baetodes sp. l bg-2018,BG
FINGERSTICK,BG,C5059945,baetodes sp. m bg-2018,BG
FINGERSTICK,BG,C5059946,banyallarga sp. a. bg-2018,BG
FINGERSTICK,BG,C5059947,cailloma sp. a. bg-2018,BG
FINGERSTICK,BG,C5059948,cailloma sp. b bg-2018,BG
FINGERSTICK,BG,C5059949,cinygmula sp. a bg-2018,BG
FINGERSTICK,BG,C5059950,cinygmula sp. b bg-2018,BG
FINGERSTICK,BG,C5059951,cinygmula sp. c bg-2018,BG
FINGERSTICK,BG,C5059952,cinygmula sp. d bg-2018,BG
FINGERSTICK,BG,C5059953,contulma sp. a bg-2018,BG
FINGERSTICK,BG,C5059954,contulma sp. b bg-2018,BG
FINGERSTICK,BG,C5059955,helicopsyche sp. a bg-2018,BG
FINGERSTICK,BG,C5059956,helicopsyche sp. b bg-2018,BG
FINGERSTICK,BG,C5059957,helicopsyche sp. c bg-2018,BG
FINGERSTICK,BG,C5059958,helicopsyche sp. d bg-2018,BG
FINGERSTICK,BG,C5059959,helicopsyche sp. e bg-2018,BG
FINGERSTICK,BG,C5059960,hesperophylax sp. a bg-2018,BG
FINGERSTICK,BG,C5059961,lachlania sp. a bg-2018,BG
FINGERSTICK,BG,C5059962,lachlania sp. b bg-2018,BG
FINGERSTICK,BG,C5059963,lepidostoma sp. a bg-2018,BG
FINGERSTICK,BG,C5059964,lepidostoma sp. b bg-2018,BG
FINGERSTICK,BG,C5059965,leptohyphes sp. a bg-2018,BG
FINGERSTICK,BG,C5059966,leptohyphes sp. b bg-2018,BG
FINGERSTICK,BG,C5059967,leptohyphes sp. c bg-2018,BG
FINGERSTICK,BG,C5059968,leptohyphes sp. d bg-2018,BG
FINGERSTICK,BG,C5059969,leptohyphes sp. e bg-2018,BG
FINGERSTICK,BG,C5059970,leptohyphes sp. f bg-2018,BG
FINGERSTICK,BG,C5059971,leptohyphes sp. g bg-2018,BG
FINGERSTICK,BG,C5059972,leptohyphes sp. h bg-2018,BG
FINGERSTICK,BG,C5059973,leptohyphes sp. i bg-2018,BG
FINGERSTICK,BG,C5059974,leptohyphes sp. j bg-2018,BG
FINGERSTICK,BG,C5059975,leptohyphes sp. k bg-2018,BG
FINGERSTICK,BG,C5059976,leptohyphes sp. l bg-2018,BG
FINGERSTICK,BG,C5059977,leucotrichia sp. a bg-2018,BG
FINGERSTICK,BG,C5059978,metrichia sp. a bg-2018,BG
FINGERSTICK,BG,C5059979,nectopsyche sp. a bg-2018,BG
FINGERSTICK,BG,C5059980,nectopsyche sp. b bg-2018,BG
FINGERSTICK,BG,C5059981,nectopsyche sp. c bg-2018,BG
FINGERSTICK,BG,C5059982,nectopsyche sp. d bg-2018,BG
FINGERSTICK,BG,C5059983,nectopsyche sp. e bg-2018,BG
FINGERSTICK,BG,C5059984,nectopsyche sp. f bg-2018,BG
FINGERSTICK,BG,C5059985,nectopsyche sp. g bg-2018,BG
FINGERSTICK,BG,C5059986,nectopsyche sp. h bg-2018,BG
FINGERSTICK,BG,C5059987,nectopsyche sp. i bg-2018,BG
FINGERSTICK,BG,C5059988,nectopsyche sp. j bg-2018,BG
FINGERSTICK,BG,C5059989,nectopsyche sp. k bg-2018,BG
FINGERSTICK,BG,C5059990,nectopsyche sp. l bg-2018,BG
FINGERSTICK,BG,C5059991,nectopsyche sp. m bg-2018,BG
FINGERSTICK,BG,C5059992,phylloicus sp. a bg-2018,BG
FINGERSTICK,BG,C5059993,phylloicus sp. b bg-2018,BG
FINGERSTICK,BG,C5059994,phylloicus sp. c bg-2018,BG
FINGERSTICK,BG,C5059995,phylloicus sp. d bg-2018,BG
FINGERSTICK,BG,C5059996,phylloicus sp. e bg-2018,BG
FINGERSTICK,BG,C5059997,psychoglypha sp. a bg-2018,BG
FINGERSTICK,BG,C5059998,smicridea sp. a bg-2018,BG
FINGERSTICK,BG,C5059999,smicridea sp. b bg-2018,BG
FINGERSTICK,BG,C5060000,smicridea sp. c bg-2018,BG
FINGERSTICK,BG,C5060001,smicridea sp. d bg-2018,BG
FINGERSTICK,BG,C5060002,smicridea sp. e bg-2018,BG
FINGERSTICK,BG,C5060003,smicridea sp. f bg-2018,BG
FINGERSTICK,BG,C5060004,smicridea sp. g bg-2018,BG
FINGERSTICK,BG,C5060005,smicridea sp. h bg-2018,BG
FINGERSTICK,BG,C5060006,suwallia sp. a bg-2018,BG
FINGERSTICK,BG,C5060007,suwallia sp. b bg-2018,BG
FINGERSTICK,BG,C5060008,thraulodes sp. a bg-2018,BG
FINGERSTICK,BG,C5060009,thraulodes sp. b bg-2018,BG
FINGERSTICK,BG,C5060010,alloperla pilosa complex sp. a bg-2018,BG
FINGERSTICK,BG,C5060011,anacroneuria cajas complex sp. a bg-2018,BG
FINGERSTICK,BG,C5060012,anacroneuria cajas complex sp. b bg-2018,BG
FINGERSTICK,BG,C5060013,anacroneuria guambiana complex sp. a bg-2018,BG
FINGERSTICK,BG,C5060014,anacroneuria guambiana complex sp. b bg-2018,BG
FINGERSTICK,BG,C5060015,anacroneuria guambiana complex sp. c bg-2018,BG
FINGERSTICK,BG,C5060016,baetis tricaudatus complex sp. a bg-2018,BG
FINGERSTICK,BG,C5060017,baetis tricaudatus complex sp. b bg-2018,BG
FINGERSTICK,BG,C5060018,baetis tricaudatus complex sp. c bg-2018,BG
FINGERSTICK,BG,C5060019,baetis tricaudatus complex sp. d bg-2018,BG
FINGERSTICK,BG,C5060020,diphetor hageni group sp. bg-2018,BG
FINGERSTICK,BG,C5060021,drunella coloradensis complex sp. a bg-2018,BG
FINGERSTICK,BG,C5060022,drunella coloradensis complex sp. b bg-2018,BG
FINGERSTICK,BG,C5060024,ecuaphlebia sp. a bg-2018,BG
FINGERSTICK,BG,C5060025,ecuaphlebia sp. b bg-2018,BG
FINGERSTICK,BG,C5060026,ecuaphlebia sp. c bg-2018,BG
FINGERSTICK,BG,C5060027,epeorus longimanus complex sp. a bg-2018,BG
FINGERSTICK,BG,C5060028,epeorus longimanus complex sp. b bg-2018,BG
FINGERSTICK,BG,C5060029,ephemerella dorothea infrequens group sp. a bg-2018,BG
FINGERSTICK,BG,C5060030,ephemerella dorothea infrequens group sp. b bg-2018,BG
FINGERSTICK,BG,C5060031,ephemerella dorothea infrequens group sp. c bg-2018,BG
FINGERSTICK,BG,C5060032,ephemerella dorothea infrequens group sp. d bg-2018,BG
FINGERSTICK,BG,C5060033,fallceon quilleri complex sp. a bg-2018,BG
FINGERSTICK,BG,C5060034,fallceon quilleri complex sp. b bg-2018,BG
FINGERSTICK,BG,C5060035,lepidostoma podagrum complex sp. a bg-2018,BG
FINGERSTICK,BG,C5060036,lepidostoma podagrum complex sp. b bg-2018,BG
FINGERSTICK,BG,C5060037,leptonema sp. a bg-2018,BG
FINGERSTICK,BG,C5060038,leptonema sp. b bg-2018,BG
FINGERSTICK,BG,C5060039,leptonema sp. c bg-2018,BG
FINGERSTICK,BG,C5060040,leptonema sp. d bg-2018,BG
FINGERSTICK,BG,C5060041,leptonema sp. e bg-2018,BG
FINGERSTICK,BG,C5060042,leptonema sp. f bg-2018,BG
FINGERSTICK,BG,C5060043,leptonema sp. g bg-2018,BG
FINGERSTICK,BG,C5060044,limnephilus abbreviatus group sp. bg-2018,BG
FINGERSTICK,BG,C5060046,mayobaetis sp. a bg-2018,BG
FINGERSTICK,BG,C5060047,mayobaetis sp. b bg-2018,BG
FINGERSTICK,BG,C5060048,mayobaetis sp. c bg-2018,BG
FINGERSTICK,BG,C5060049,mayobaetis sp. d bg-2018,BG
FINGERSTICK,BG,C5060050,mayobaetis sp. e bg-2018,BG
FINGERSTICK,BG,C5060051,megarcys signata complex sp. b bg-2018,BG
FINGERSTICK,BG,C5060052,mortoniella sp. a bg-2018,BG
FINGERSTICK,BG,C5060053,nectopsyche gemma group sp. bg-2018,BG
FINGERSTICK,BG,C5060054,paraleuctra occidentalis complex sp. a bg-2018,BG
FINGERSTICK,BG,C5060055,paraleuctra occidentalis complex sp. b bg-2018,BG
FINGERSTICK,BG,C5060056,paraleuctra vershina complex sp. a bg-2018,BG
FINGERSTICK,BG,C5060057,paraleuctra vershina complex sp. b bg-2018,BG
FINGERSTICK,BG,C5060059,prebaetodes sp. a bg-2018,BG
FINGERSTICK,BG,C5060060,prebaetodes sp. b bg-2018,BG
FINGERSTICK,BG,C5060061,prebaetodes sp. c bg-2018,BG
FINGERSTICK,BG,C5060062,prebaetodes sp. d bg-2018,BG
FINGERSTICK,BG,C5060063,rhithrogena hageni complex sp. a bg-2018,BG
FINGERSTICK,BG,C5060064,siphlonurus occidentalis complex sp. a bg-2018,BG
FINGERSTICK,BG,C5060065,siphlonurus occidentalis complex sp. b bg-2018,BG
FINGERSTICK,BG,C5060066,zapada oregonensis group sp. a bg-2018,BG
FINGERSTICK,BG,C5060067,zapada oregonensis group sp. b bg-2018,BG
FINGERSTICK,BG,C5065936,clerodendrum sp. bg-2018,BG
FINGERSTICK,BG,C5135011,andesiops sp. j bg-2018,BG
FINGERSTICK,BG,C5135012,atopsyche sp. f bg-2018,BG
FINGERSTICK,BG,C5135013,baetodes sp. d bg-2018,BG
FINGERSTICK,BG,C5135014,contulma sp. c bg-2018,BG
FINGERSTICK,BG,C5135015,oecetis sp. a bg-2018,BG
FINGERSTICK,BG,C5135431,ecuaphlebia sp. d bg-2018,BG
FINGERSTICK,BG,C5135432,megarcys signata complex sp. a bg-2018,BG
FINGERSTICK,BG,C5154934,bg^a ab &#x7c; serum or plasma &#x7c; blood bank,BG
FINGERSTICK,BG,C5154935,bg^a ag &#x7c; red blood cells &#x7c; blood bank,BG
FINGERSTICK,BG,C5154936,bg^b ag &#x7c; red blood cells &#x7c; blood bank,BG
FINGERSTICK,BG,C5154937,bg^c ag &#x7c; red blood cells &#x7c; blood bank,BG
FINGERSTICK,BG,C5274872,acetobacteraceae bacterium megachile.234.bg.g_2689,BG
FINGERSTICK,BG,C5274874,acetobacteraceae bacterium carduus.5.bg.f_23866,BG
FINGERSTICK,BG,C5277538,chlamydomonas sp. bg.603,BG
FINGERSTICK,BG,C5302808,simocephalus sp. imp-bg-z017,BG
FINGERSTICK,BG,C5302809,simocephalus sp. imp-bg-z021,BG
FINGERSTICK,BG,C5302810,simocephalus sp. imp-bg-z028,BG
FINGERSTICK,BG,C5340412,ektaphelenchoides sp. 2 bg-2019,BG
FINGERSTICK,BG,C5356748,lobosphaera sp. bg-2019a,BG
FINGERSTICK,BG,C5371808,mecistorhabdia sp. 1 bg-2020,BG
FINGERSTICK,BG,C5377379,chlorella sp. bg.601,BG
FINGERSTICK,BG,C5490892,basilaphelenchus sp. h bg-2019,BG
FINGERSTICK,BG,C5554891,bg8 ihc staining method,BG
FINGERSTICK,BG,C5603168,ctenophora sp. bg lmc-2021,BG
FINGERSTICK,BG,C5611073,drieschia cf. elegans bg-2021,BG
FINGERSTICK,BG,C5689260,giardia lamblia bg gene,BG
FINGERSTICK,BG,C5689534,giardia lamblia bg gene:geno:pt:xxx:nom:molgen,BG
FINGERSTICK,BG,C5690188,giardia lamblia bg gene &#x7c; xxx &#x7c; microbiology,BG
FINGERSTICK,blood glucose,C0005802,blood glucose,blood sugar
FINGERSTICK,blood glucose,C0005803,blood glucose self-monitoring,blood sugar
FINGERSTICK,blood glucose,C0236460,whole blood glucose test,blood glucose
FINGERSTICK,blood glucose,C0373620,blood glucose determination by reagent strip (lab test),blood glucose
FINGERSTICK,blood glucose,C0392201,blood glucose measurement,blood sugar
FINGERSTICK,blood glucose,C0428554,finding of blood glucose level,blood sugar
FINGERSTICK,blood glucose,C0428556,blood glucose 0-1.4 mmol/l,blood glucose
FINGERSTICK,blood glucose,C0428557,blood glucose 1.5-2.4 mmol/l,blood glucose
FINGERSTICK,blood glucose,C0428558,blood glucose 2.5-4.9 mmol/l,blood glucose
FINGERSTICK,blood glucose,C0428559,blood glucose 5-6.9 mmol/l,blood glucose
FINGERSTICK,blood glucose,C0428560,blood glucose 7-9.9 mmol/l,blood glucose
FINGERSTICK,blood glucose,C0428561,blood glucose 10-13.9 mmol/l,blood glucose
FINGERSTICK,blood glucose,C0428562,blood glucose 14+ mmol/l,blood glucose
FINGERSTICK,blood glucose,C0428567,random blood glucose measurement,blood glucose
FINGERSTICK,blood glucose,C0428568,fasting blood glucose measurement,blood sugar
FINGERSTICK,blood glucose,C0428569,post-prandial blood glucose measurement,blood sugar
FINGERSTICK,blood glucose,C0430030,blood glucose method (procedure),blood glucose
FINGERSTICK,blood glucose,C0430031,laboratory blood glucose,blood sugar
FINGERSTICK,blood glucose,C0430032,glucometer blood glucose,blood sugar
FINGERSTICK,blood glucose,C0457578,capillary blood glucose measurement,blood glucose
FINGERSTICK,blood glucose,C0462900,blood glucose testing strips,blood glucose
FINGERSTICK,blood glucose,C0472226,blood glucose meters (medical device),blood glucose
FINGERSTICK,blood glucose,C0493227,"controller, closed-loop blood glucose",blood glucose
FINGERSTICK,blood glucose,C0495706,elevated blood glucose level,blood glucose
FINGERSTICK,blood glucose,C0497798,"blood glucose test or reagent strips for home blood glucose monitor, per 50 strips",blood glucose
FINGERSTICK,blood glucose,C0497799,"platforms for home blood glucose monitor, 50 per box",blood glucose
FINGERSTICK,blood glucose,C0549348,blood glucose false positive,blood glucose
FINGERSTICK,blood glucose,C0580545,blood glucose normal,blood glucose
FINGERSTICK,blood glucose,C0580546,blood glucose abnormal,blood sugar
FINGERSTICK,blood glucose,C0587359,test strip blood glucose measurement,blood sugar
FINGERSTICK,blood glucose,C0595310,blood glucose testing kit,blood glucose
FINGERSTICK,blood glucose,C0595877,blood glucose increased,blood sugar
FINGERSTICK,blood glucose,C0595883,blood glucose decreased,blood sugar
FINGERSTICK,blood glucose,C0725150,answer blood glucose,blood glucose
FINGERSTICK,blood glucose,C0725353,blood glucose book,blood glucose
FINGERSTICK,blood glucose,C0725354,blood glucose strip,blood glucose
FINGERSTICK,blood glucose,C0726153,exactech blood glucose sensor,blood glucose
FINGERSTICK,blood glucose,C0726154,exactech blood glucose strips,blood glucose
FINGERSTICK,blood glucose,C0728148,surestep blood glucose control solution,blood glucose
FINGERSTICK,blood glucose,C0728149,sure/s blood glucose monitoring system with m,blood glucose
FINGERSTICK,blood glucose,C0740040,blood glucose monitoring supplies,blood glucose
FINGERSTICK,blood glucose,C0785704,blood glucose monitoring equipment,blood glucose
FINGERSTICK,blood glucose,C0876291,assure blood glucose kit,blood glucose
FINGERSTICK,blood glucose,C0876297,atlast blood glucose system,blood glucose
FINGERSTICK,blood glucose,C0879630,blood glucose analyzers,blood glucose
FINGERSTICK,blood glucose,C0917952,blood glucose reflectance photometers,blood glucose
FINGERSTICK,blood glucose,C0917953,home blood glucose monitor,blood glucose
FINGERSTICK,blood glucose,C0993702,"blood glucose test strips, for dialysis, per 50",blood glucose
FINGERSTICK,blood glucose,C0993879,blood glucose monitor with integrated voice synthesizer,blood glucose
FINGERSTICK,blood glucose,C0993880,blood glucose monitor with integrated lancing/blood sample,blood glucose
FINGERSTICK,blood glucose,C1138702,"system, test, blood glucose, over the counter",blood glucose
FINGERSTICK,blood glucose,C1261429,random blood glucose level result,blood sugar
FINGERSTICK,blood glucose,C1278095,30 minute blood glucose measurement,blood glucose
FINGERSTICK,blood glucose,C1278096,60 minute blood glucose measurement,blood glucose
FINGERSTICK,blood glucose,C1278097,90 minute blood glucose measurement,blood glucose
FINGERSTICK,blood glucose,C1278098,120 minute blood glucose measurement,blood glucose
FINGERSTICK,blood glucose,C1278099,150 minute blood glucose measurement,blood glucose
FINGERSTICK,blood glucose,C1303818,blood glucose biosensor testing discs,blood glucose
FINGERSTICK,blood glucose,C1303819,blood glucose colorimetric testing strips,blood glucose
FINGERSTICK,blood glucose,C1318336,capillary blood glucose level result,blood glucose
FINGERSTICK,blood glucose,C1320980,blood glucose status,blood glucose
FINGERSTICK,blood glucose,C1330747,freestyle flsh blood glucose,blood glucose
FINGERSTICK,blood glucose,C1446069,blood glucose series,blood glucose
FINGERSTICK,blood glucose,C1579430,blood glucose regulators,blood glucose
FINGERSTICK,blood glucose,C1616862,"replacement battery, silver oxide, for use with medically necessary home blood glucose monitor owned by patient, each",blood glucose
FINGERSTICK,blood glucose,C1617371,"replacement battery, lithium, for use with medically necessary home blood glucose monitor owned by patient, each",blood glucose
FINGERSTICK,blood glucose,C1617881,"replacement battery, alkaline, j cell, for use with medically necessary home blood glucose monitor owned by patient, each",blood glucose
FINGERSTICK,blood glucose,C1618396,"replacement battery, alkaline (other than j cell), for use with medically necessary home blood glucose monitor owned by patient, each",blood glucose
FINGERSTICK,blood glucose,C1638311,blood glucose management,blood sugar
FINGERSTICK,blood glucose,C1644741,easypro blood glucose meter kit,blood glucose
FINGERSTICK,blood glucose,C1655313,prestige lx blood glucose meter,blood glucose
FINGERSTICK,blood glucose,C1655416,assure blood glucose meter,blood glucose
FINGERSTICK,blood glucose,C1655424,advance blood glucose monitoring kit,blood glucose
FINGERSTICK,blood glucose,C1656296,leader blood glucose monitor,blood glucose
FINGERSTICK,blood glucose,C1658027,select gt blood glucose strip,blood glucose
FINGERSTICK,blood glucose,C1658028,supreme ii blood glucose meter,blood glucose
FINGERSTICK,blood glucose,C1658165,sidekick disposable blood glucose meter,blood glucose
FINGERSTICK,blood glucose,C1658166,sidekick blood glucose testing system,blood glucose
FINGERSTICK,blood glucose,C1689308,blood glucose control education,blood glucose
FINGERSTICK,blood glucose,C1712395,kroger blood glucose monitor with lancets,blood glucose
